!! An H Gate Before the Troffoli Gate, nothing else

Qb0  |  Qb1  |  Qb2
 1000,  1000,   485
 1000,   756,   496
 1000,   254,   500
 1000,     0,   516
  755,  1000,   504
  733,   759,   488
  760,   261,   513
  764,     0,   503
  244,  1000,   503
  271,   755,   501
  235,   253,   477
  241,     0,   523
    0,  1000,   507
    0,   752,   505
    0,   249,   518
    0,     0,   490
