!! Input Qubit 0 has a CX Gate Running from it to Qubit 2, the output of the Troffoli Gate

Qb0  |  Qb1  |  Qb2
 1000,  1000,     0
 1000,   753,   247
 1000,   261,   739
 1000,     0,  1000
  732,  1000,     0
  754,   764,   180
  726,   263,   523
  736,     0,   736
  247,  1000,     0
  246,   727,    59
  253,   251,   187
  238,     0,   238
    0,  1000,     0
    0,   750,     0
    0,   271,     0
    0,     0,     0
