!! Uses two CX Gates, one from each input to the Troffoli Qubit

Qb0  |  Qb1  |  Qb2
 1000,  1000,  1000
 1000,   779,  1000
 1000,   241,  1000
 1000,     0,  1000
  743,  1000,  1000
  756,   763,   932
  751,   254,   823
  741,     0,   741
  255,  1000,  1000
  222,   754,   805
  258,   249,   432
  247,     0,   247
    0,  1000,  1000
    0,   760,   760
    0,   231,   231
    0,     0,     0
